Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice-Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,IBX2414693,8/17/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414690,8/17/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414691,8/17/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414688,8/17/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,IBX2414689,8/17/2024,8/31/2024,8/1/2024,8/31/2024,150.00,I B X LOGISTICS LLC,I B,10057XXXXX00003,Documentation Charges.,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,166/24,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"5,005.00",BAHIA STAR TRANSPORT LLC,BAHI,10412XXXXX00003,Transportation Charges.,250.25,250.25,-
01 Invoice,111111111111111,ABC LTD.,165/24,8/31/2024,8/31/2024,8/1/2024,8/31/2024,715.00,BAHIA STAR TRANSPORT LLC,BAHI,10412XXXXX00003,Transportation Charges.,35.75,35.75,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,045.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,152.25,152.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"4,430.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,221.50,221.5,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"6,705.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,335.25,335.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,725.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,186.25,186.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,725.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,186.25,186.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"4,470.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,223.5,223.5,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,625.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,181.25,181.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,625.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,181.25,181.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,625.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,181.25,181.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,625.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,181.25,181.25,-
01 Invoice,111111111111111,ABC LTD.,2024/165,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,625.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,181.25,181.25,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02315,7/1/2024,8/31/2024,8/1/2024,8/31/2024,"4,350.00",ARABIAN SKY TRANSPORT L L C,ARAB,10058XXXXX00003,Transportation/Documentation Charges.,217.50,217.5,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02315,7/1/2024,8/31/2024,8/1/2024,8/31/2024,"2,175.00",ARABIAN SKY TRANSPORT L L C,ARAB,10058XXXXX00003,Transportation/Documentation Charges.,108.75,108.75,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02315,7/1/2024,8/31/2024,8/1/2024,8/31/2024,"2,175.00",ARABIAN SKY TRANSPORT L L C,ARAB,10058XXXXX00003,Transportation/Documentation Charges.,108.75,108.75,-
01 Invoice,111111111111111,ABC LTD.,2024/157,8/12/2024,8/31/2024,8/1/2024,8/31/2024,"12,480.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,624.00,624,-
01 Invoice,111111111111111,ABC LTD.,2024/157,8/12/2024,8/31/2024,8/1/2024,8/31/2024,180.00,MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,9.00,9,-
01 Invoice,111111111111111,ABC LTD.,2024/157,8/12/2024,8/31/2024,8/1/2024,8/31/2024,"10,400.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,520.00,520,-
01 Invoice,111111111111111,ABC LTD.,2024/157,8/12/2024,8/31/2024,8/1/2024,8/31/2024,340,MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,17,17,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,968.00,MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,48.4,48.4,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,725.00,MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,36.25,36.25,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"1,932.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,96.6,96.6,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,900.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,145,145,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"4,350.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,217.5,217.5,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,900.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,145,145,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,900.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,145,145,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,725.00,MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,36.25,36.25,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,900.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,145,145,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"5,800.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,290,290,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,900.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,145,145,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"4,350.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,217.5,217.5,-
01 Invoice,111111111111111,ABC LTD.,2024/173,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,175.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,108.75,108.75,-
01 Invoice,111111111111111,ABC LTD.,2024/162,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,625.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,181.25,181.25,-
01 Invoice,111111111111111,ABC LTD.,2024/174,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"3,800.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation/Documentation Charges.,190,190,-
01 Invoice,111111111111111,ABC LTD.,INV/2024/08/0163,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"13,500.00",ROADCO TRANSPORT LLC,ROAD,10002XXXXX00003,Transportation/Documentation Charges.,675,675,-
01 Invoice,111111111111111,ABC LTD.,INV/2024/08/0109,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"13,500.00",ROADCO TRANSPORT LLC,ROAD,10002XXXXX00003,Transportation/Documentation Charges.,675,675,-
01 Invoice,111111111111111,ABC LTD.,INV/2024/08/0162,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"13,500.00",ROADCO TRANSPORT LLC,ROAD,10002XXXXX00003,Transportation/Documentation Charges.,675,675,-
01 Invoice,111111111111111,ABC LTD.,INV/2024/08/0161,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"13,500.00",ROADCO TRANSPORT LLC,ROAD,10002XXXXX00003,Transportation/Documentation Charges.,675,675,-
01 Invoice,111111111111111,ABC LTD.,INV/2024/08/0108,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"13,500.00",ROADCO TRANSPORT LLC,ROAD,10002XXXXX00003,Transportation/Documentation Charges.,675,675,-
01 Invoice,111111111111111,ABC LTD.,INV/2024/08/0106,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"13,500.00",ROADCO TRANSPORT LLC,ROAD,10002XXXXX00003,Transportation/Documentation Charges.,675.00,675,-
01 Invoice,111111111111111,ABC LTD.,2024/176,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"5,230.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,Transportation Charges.,261.5,261.5,-
01 Invoice,111111111111111,ABC LTD.,167/24,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"1,930.00",BAHIA STAR TRANSPORT LLC,BAHI,10412XXXXX00003,Transportation Charges.,96.5,96.5,-
